STEP 1:
* opposing
* equality
* restrictive
* ban
* abortion
* access
* rights
* reproductive
* care
* freedom
* choice
* human
* justice
* values
* bad
* legislation
* dangerous
* harmful
* unfair
* cruel
* immoral
* indecent
* indecently
* injustice
* injustice
* violate
* violation
* violate
* violate
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
* violation
