STEP 1:
* rights
* control
* approval
* driven
* changing
* attitudes
* increasingly
* likely
* view
* good
* public safety
* researchers
* stunning
* appeared
* acted
* committed
* imposing
* restrictions
* imperative
* stick
* support
* specific
* limits
* rifles
* ammunition
* sharply
* divide
* wording
* findings
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
